Dialogue_ID	Utterance_ID	Utterance	label
171	4	ohhh!!!!	b
671	10	wow. what does	a
351	13	well why not? so you can spend your time with this tramp?!	q
549	4	thanks.  well but this one starts now.	oth
466	12	yes', how about. c'mere. gimme!	oth
898	3	really? so, you're gonna stick with this 'it's all for her' thing?	q
12	7	but um, i don't think it's anything serious.	o
332	5	that is so sweet!	o
407	2	now, y'know the bee probably died after he stung ya.	dag
705	3	yeah, i already have my bell and later on...i get my bucket.	s
811	4	well have we finished the scene?	q
630	13	in fact, one of the first things they teach you in fire school is…  uhh… uhh… okay.	s
228	0	no, i can't talk to you! i don't have a fancy ad in the yellow pages!	s
434	10	oh no, i think i'm gonna go home and eat ten candy bars.	ans
981	4	what?! you kissed!	q
315	3	wow, monica! what an amazing opportunity to influence… dozens of people.	ap
952	5	oh, please!	oth
741	3	your own boat?	q
697	1	really?	q
993	0	hey!	g
652	11	oh please, could she	oth
240	1	oh, certainly. that's a combination of bernoulli's principle and newton's third law of motion.	ans
888	14	yeah? i can use that, trick hip, no cup, okay! okay!	s
39	3	because i sure as hell can't figure it out!	s
871	1	oh, come on!	oth
222	12	they keep throwing these sexual harassment cases at me and i keep knocking them out of the park!	s
201	8	you are so adorable.	o
921	10	yeah, so do you.	ag
1025	1	alright, and if you're gonna put your feet up, why don't you sit on the-	s
739	6	whoa!	s
736	8	i-i, i have to tell you something.	s
658	8	i'm right, right?	q
1014	4	i know. i know.	a
236	4	well, i like it. here you go.	s
821	12	i mean it's not at all.	o
820	19	wow!	b
301	13	look, i know he's not perfect, but the truth is, at the end of the day, i still really wanna be mrs. dr. barry farber, d.d.s.	o
319	8	there's one thing missing.	s
667	1	let's go!	c
80	2	oh, please!honey, just the fact that you want me here to support    you, i'm...oh my god!is that christian sanders?he's so	s
842	2	and then whoever does gets the phone.	s
626	4	oh, don't thank me, thank the jerk that never showed up. okay, i gotta get to get to work.	o
920	4	thanks, any suggestions?	q
307	2	you had fantasies about emily?	q
584	3	i actually needed to talk to you before the birth.	s
524	3	yeah,  oh, but oh...	ag
241	11	oh, ain't that nice? the three of you trying on slutty lingerie together.	o
803	2	look honey, you don't have to do this, okay?	c
770	2	and we're not a couple of suckers!	o
160	14	okay.	oth
666	10	what? what kind of a regatta gala starts at night?!	q
15	3	uh, well... joey and i broke up.	s
553	11	yeah, well you'd be better if you just loosened your hips a little.	ans
449	2	i'm so-so sorry about yesterday.	ap
388	2	if you ever want to redo the bathroom floor.	s
558	4	well, y'know, possibly.  you didn't tell him that, though? right?	s
699	2	fine! here! take a hike toots!	s
906	4	why does my cinamon stick have an eraser?	q
25	2	: thank you, listen, thanks a lot tribbiani, . oh my god, look at the time, i gotta catch the bus to the ball.	s
121	7	i'm sorry.	ap
526	10	may i see it?	q
997	8	this is chandler bing! this is chandler bing!	s
515	2	well, he's very charming.	o
410	2	would you excuse me, please? i'm trying to have a date here.	q
861	8	she is unbelievable, our mother is...	o
935	6	go find chandler!	c
507	15	so, did you shave your legs?	q
707	1	wait a minute, open up your hand; let me take a look.	c
412	11	ahh, gepeto, $5,000 dollars? are you insane?	q
190	7	we'll just see.	s
176	4	who are those people?	q
897	2	crazy lady thinks her mother is in a cat.	s
526	11	um, no.	ans
548	7	ladies? ross's speech is in 45 minutes.	oth
313	1	the key's stuck in the lock.	ans
403	0	nah, monica's watching some cooking show. come on, i don't want to miss when they were skinny.	dag
935	10	sure!   yeah! las vegas, number one!	s
493	8	you're the talker.	s
76	1	yeah.	ans
754	4	down at the docks again?	q
491	0	did he mention us?	q
940	2	cute naked guy is really starting to put on weight.	ans
155	7	oh that's right. well uh, would you be interested in seeing a ukrainian film?	q
103	6	i love hiking!	s
274	10	i wake up this morning, the stripper's gone and the ring is gone!	s
700	9	oh, okay, y'know what this is?	q
52	1	ooh, i have to tell you something.	s
316	6	hey! hey! hey! this is 92.3, wxrk, k-rock for our $1,000 daily challenge.	s
557	3	oh.	b
735	13	yeah, we are.	o
923	11	i don't know exactly.	ans
475	2	not you guys.	s
154	6	i have been down in your store for twenty minutes trying to get a tie!	s
175	0	we did?	q
455	6	really? me?	q
587	2	oh, i did!	s
973	4	richard's living room, drinking wine.	ans
255	0	what we did was wrong. oh god, i just had sex with somebody that wasn't alive during the bicentennial.	s
457	9	i had a bra.	s
497	0	i'm telling you man, i saw it.	s
594	8	it's not hopeless! dr. stryker ramoray's a miracle worker. look, here he comes.	dag
842	0	okay look, i have an idea.	s
350	0	umm, this is nice.	o
32	11	you have to tell her!	o
759	10	what woman?!	q
937	5	here.	oth
306	7	i guess it all started when rachel got this new job.	o
830	6	all right, i'll leave.	s
879	2	i got asked out twice today when i was at lunch…by guys.	b
450	17	well, it turns out he's incredibly sensitive, he keeps a journal and he paints.	s
828	3	but i saved it. i put my basket on top.	s
406	3	phoebe, woo!	s
908	0	shh! get me out of here.	s
479	8	no, no  how you doing?  man, i mean not even a cup of coffee first!	s
498	3	chandler!	g
20	15	oh my god! listen to you talkin' about having kids. oh my joey.  oh, please don't get married before i do.	o
143	3	umm, this stuffing is amazing. do you think we should bring them some?	q
46	11	i don't know!	ans
573	9	say it!	oth
817	7	would you stop that!	s
982	3	ho-ho, you win! 50 dollars!	s
49	11	hey-hey-hey! so, how did it go with dana? any reason i should leave a block of time open say thursday?	q
939	0	hey!	g
1009	1	no, you were right. i don't have a plan.	ag
356	4	hey.	g
973	5	all right. no, no, no, not a richard thing, just put down the glass. and get out!	dag
1018	4	i don't care about your dad! i care about mona! she was there and now she's totally freaked out!	s
823	9	pheebs, wake up and smell the restraining order.	s
231	5	ross you're not listening to me, i don't have time to stop.	o
723	2	hi.	g
741	1	you could?	q
457	10	hey, dr. farber.	g
848	5	you're over me?	s
59	7	joel-burg, you maniac!	oth
686	11	ugh!  what grandmother?	q
287	4	yes, i know, but her friend sounds like such a...	s
41	0	gotta go. i miss you too, i love you, but it's getting real late now	s
963	8	hey, it's been like three weeks!	s
317	2	well, i'll tell you rachel karen green, i had plans with joey tonight and he left me this note.	ans
148	9	yeah	ag
481	0	you wanna fool around with joey?	q
1032	0	so you still in touch with anyone from high school?	q
541	7	hey, why don't you show dad how you can put your shoes on, in your room!	q
629	0	ok, and this is funny clown. funny clown is only for after his naps, not before his naps or he won't sleep.	s
206	2	well, jamie was the name of susan's first girlfriend, so we went back to jordie.	s
592	8	he's our friend.	s
806	12	no, i will. i'm just not up for it tonight.	ans
992	4	so what's going on?	q
245	5	i'm a lady monica, i don't kiss and tell. but this hickey speaks for itself.	ans
795	8	no touch! no touch!	s
365	3	oh, oooh. i'm sorry. you are not allowed on the jetway unless you have a boarding pass.	ap
599	2	joey!!	g
759	3	yeah, huh. i'm just uh, you know i'm just picking up some things for a party.	ans
398	8	i don't know...right, he's the pig!	ans
129	6	really. what?	q
715	0	we are aware of the problem you are referring to.	ag
542	3	that was you?!	q
720	7	all right, i have one question.	s
921	2	you didn't notice she was wearing different clothes?!	q
14	0	well, well to sum up, we're having fun, you look young.	s
591	3	all right. uhh, international.	ag
918	3	all right look, am i serious, okay? tomorrow at 3:30 i am going down to the courthouse.	oth
973	18	okay, this isn't working. i'm still awake and now i have to pee.	ans
739	2	we have to do something with it.	o
455	17	bye.  what a manipulative bitch.	o
501	4	then we went to this bar and he hooked us up with all these women!	s
552	4	no.	dag
393	0	no.	dag
801	6	all right, ross, don't squeeze it so hard.	c
906	1	and a nice hot cider for monica.	s
1027	4	no you didn't!	s
1016	14	well, oh, i'm sorry your car broke down pheebs, but i'm a little too busy with some of my real friends right now, but please call to let me know you got home safely okay?	q
382	1	oh joey, i'm hardly a	s
276	3	all right, what are we havin'?	q
619	2	can i just say, i really admire what you're doing. just raising her all alone.	s
615	10	and ross, with his over-pronouncing every single word?	q
648	5	phoebe, you got joey drums to annoy rachel, so she wouldn't wanna live there anymore?	q
111	8	it's happened to you?	q
89	2	hi!	g
145	7	look look! he's doing it again, the guy with the telescope!	s
566	0	oh man!	g
201	5	it's-it's too soon.	o
486	9	oh, i can't believe this!	o
475	6	ping pong?  honey, they have ping pong! let's play!	c
802	4	uh, middle balcony.	ans
626	6	oh, no thanks, i got it.  no i don't!	ans
123	4	it's not funny!	o
593	9	i-i-i-i-i don't know, i don't know what to say.	ans
674	2	alright, here's my $7.50.  but i think you should know that this money is cursed.	ag
155	10	i think i might need one more cup of coffee.	o
358	4	all right i'll have one.	ag
947	14	monica, you go to the head of the class.	c
111	1	joe?	oth
771	3	'kay!	ag
782	3	hi! all right, let's go shoppin'!!	s
735	11	yeah, we are.	o
975	4	hey?	q
811	5	yeah! you…you were wonderful.	ans
8	1	see, if i'm not buried with that ring then my spirit is going to wander the nether world for all eternity	o
486	15	all right well, i guess i gotta go get a job. i'm gonna go see my agent.	s
151	0	okay! so, we'll just stay married.	s
562	8	are you sure you wanna do this?	q
651	9	how about 'cause if you don't, his mother might.	ans
132	2	yeah. well, umm.....	ans
295	20	yeah!	b
804	2	ummm. oh! i'm sorry.  it's a little old but	ap
540	0	oh, god help us.	oth
665	15	whoa!! that—okay, that's a	ag
141	4	i've got a stack of documents on my desk this high.	s
128	6	that's right, you just enjoy.	s
15	22	go, go, go!	c
730	3	yeah, most of it it's a place	ag
536	13	oh, really?!	q
117	3	no it's not too soon, i had lunch at a eleven.	dag
147	3	it's just you and rachel, just the two of you? this is a date. you're going on a date.	q
371	4	sperm or regular?	q
6	5	oh no-no-no, give me some specifics.	c
871	5	i mean, well, he might be a little late, but-but, he'll be there.	o
950	17	oh yeah, me too. y'know if this shirt is dirty.  yep.	s
757	7	know when to stop.	s
1003	4	so if the landlord ever asks, i'm 87 year old woman, who's afraid of her vcr.	s
458	0	oh my god! what does	q
126	7	monica, you don't even have a bed, you sleep in a ball on the floor!	s
451	1	ok, look! enough is enough!	oth
232	5	ok, hypothetically, why won't i be married when i'm 40?	q
936	3	what?! what do you mean you're going to london?	q
199	2	y'know, i ended up having a really good time.	s
797	12	who's gonna crash the embassy parties with me?	q
806	7	yeah. what-what did tag say?	q
1012	4	oh no, i'm fully qualified to	s
646	12	rachel would be phoebe's, i would be rachel's, that way we all get to do it once and no one would get upset.	s
544	7	yeah.	ans
412	16	oh. what do you do?	q
860	5	and you can just tell me about yourself.	s
43	3	oh, well, i guess i had that one coming.	s
973	16	just-just, you know, the-the lovely waterfalls, and the, the trickling fountains.	q
468	9	phoebe, sandra's mad at you too. it-it doesn't bother you?	q
596	10	but you-you can't leave me with them! we-we're a team! we're playing a zone! they're gonna triple team me!	dag
85	3	i thought you said you read it in high school.	ans
380	3	that's okay.	oth
530	17	oh.	b
239	6	ba dum bumb cheshhh!	oth
585	4	thanks.	a
871	6	and he'll bring you some cold soda, if want you need him for is that you're really hot.	s
1018	2	i'd better go. (she goes and sits down in the	o
7	1	what?! what is with everybody? it's thanksgiving, not...truth-day!	q
805	3	yeah-yeah, there it is, just a phone number a really hot girl gave me.	s
191	2	hey! how you doin'?	g
927	4	oh my god!—eh! well	oth
595	1	well you did pull his hair.	s
372	5	they-they have a liking problem with you.	s
946	8	we should do something. whistle.	o
46	1	what? ace is high! jack, queen, king, ace!	s
1020	4	but y'know, there is one thing that i have yet to evaluate.	s
851	9	yeah!	ans
945	8	it's not funny, this is actually my job.	a
84	5	i gotta go.	s
15	5	joey is a great guy, but we're just... so different! i mean, during your speech he kept laughing at homo erectus!	ans
168	11	ross, i am a human doodle!!	s
665	5	um-hmm, five actually.	ans
625	0	well obviously only one of us can keep dating her.	s
901	3	whoa, whoa, whoa, wait, whoa.	dag
763	3	i don't need to have a game room.	o
265	0	oh. oh i just cannot believe clark stood me up!	o
634	4	no that's not what i want. uh, i'm glad you guys were bonding but i	dag
869	0	mark's a genius!	o
1038	9	hold it, hold it.	oth
448	7	hey! i call her!	s
113	3	alright?	oth
720	14	okay.	ag
781	0	okay, and then this is the coffee house. this is where i play my music.	s
772	0	good-bye and god speed, hope brady.	g
1005	2	great! how about you wanted to go the italian place down on bleaker street right?	q
